customerID,value_segment,MonthlyCharges,Contract,tenure,Churn,churn_probability
8623-TMRBY,High-Value,84.2,Month-to-month,51,Yes,0.9963360393540502
4289-DTDKW,High-Value,101.3,Month-to-month,40,Yes,0.9962482265608315
0348-SDKOL,High-Value,102.1,Month-to-month,58,Yes,0.9961581015865526
2302-ANTDP,High-Value,117.45,Month-to-month,48,Yes,0.996086213540922
4523-WXCEF,High-Value,101.1,Month-to-month,59,Yes,0.9960414417800697
1550-LOAHA,High-Value,84.15,Month-to-month,32,Yes,0.9959912072530221
2659-VXMWZ,High-Value,111.3,One year,67,Yes,0.9958943968794358
1984-FCOWB,High-Value,109.5,One year,70,Yes,0.9957718895133228
0946-CLJTI,High-Value,98.7,Month-to-month,58,Yes,0.9957470593929009
4701-AHWMW,Low-Value,54.55,Month-to-month,55,Yes,0.9956111704698657
0823-HSCDJ,Low-Value,49.15,Month-to-month,52,Yes,0.995476258331749
5515-AKOAJ,High-Value,100.1,Month-to-month,54,Yes,0.9951516622590654
0486-HECZI,High-Value,96.75,Month-to-month,55,Yes,0.9948033909278744
4307-KTUMW,High-Value,93.9,Month-to-month,53,Yes,0.9947851675014872
0407-BDJKB,High-Value,95.75,Month-to-month,60,Yes,0.994780659090488
4001-TSBTV,High-Value,91.55,Month-to-month,58,No,0.994733223907814
3143-ILDAL,High-Value,94.45,Month-to-month,56,Yes,0.9945498952692619
7957-RYHQD,High-Value,79.2,Month-to-month,40,Yes,0.9944615905008533
7881-INRLC,High-Value,100.85,Month-to-month,45,Yes,0.9943169897818022
2720-WGKHP,High-Value,94.0,Month-to-month,2,Yes,0.9942916273383577
3092-IGHWF,High-Value,87.4,One year,67,Yes,0.9942669321667342
3445-HXXGF,Low-Value,45.3,Month-to-month,58,Yes,0.9942448737326764
9090-SGQXL,High-Value,105.3,Month-to-month,68,Yes,0.9939650974451152
2632-UCGVD,High-Value,100.05,Month-to-month,66,Yes,0.9937009226764758
1587-FKLZB,High-Value,99.5,Month-to-month,66,Yes,0.9936426109148597
0354-WYROK,High-Value,98.9,Month-to-month,31,Yes,0.993597096549038
7641-EUYET,High-Value,100.7,Month-to-month,46,Yes,0.9935801510438164
5385-SUIRI,High-Value,104.2,Month-to-month,52,Yes,0.9934699846186656
3009-JWMPU,High-Value,96.75,One year,62,Yes,0.9934600753343854
2657-ALMWY,High-Value,84.95,Month-to-month,26,Yes,0.9932786319301792
4484-GLZOU,High-Value,105.05,Month-to-month,52,Yes,0.9932730714372726
9497-QCMMS,High-Value,93.55,Month-to-month,1,Yes,0.9931894842169903
9158-VCTQB,High-Value,113.6,Month-to-month,41,Yes,0.9930897589279538
8749-JMNKX,High-Value,93.8,Month-to-month,51,Yes,0.9929853968750862
4187-CINZD,High-Value,95.25,One year,46,Yes,0.9928554503393631
3104-OWCGK,High-Value,90.95,One year,60,Yes,0.9928150357187967
5655-JSMZM,High-Value,96.2,Month-to-month,49,Yes,0.992798538326744
3988-RQIXO,High-Value,91.3,Month-to-month,1,Yes,0.992510765482221
0578-SKVMF,High-Value,83.3,Month-to-month,22,Yes,0.9924854109158755
1114-CENIM,Low-Value,55.0,Month-to-month,54,Yes,0.9923098766583649
0970-ETWGE,High-Value,89.55,Month-to-month,1,Yes,0.9919068445647364
6646-QVXLR,High-Value,103.75,One year,62,Yes,0.9918367864419578
8079-XRJRS,High-Value,89.75,One year,65,Yes,0.9918231703150191
0643-OKLRP,High-Value,80.35,Month-to-month,47,Yes,0.9917962949828342
8610-WFCJF,High-Value,95.6,Month-to-month,49,Yes,0.9917886466044684
3144-KMTWZ,High-Value,93.25,Month-to-month,71,No,0.9917016278679424
5334-JLAXU,High-Value,94.1,Month-to-month,60,No,0.9915708512142833
1264-BYWMS,High-Value,96.8,Month-to-month,55,Yes,0.991545994745463
6769-DYBQN,High-Value,85.0,Month-to-month,46,Yes,0.9914467176579558
5364-XYIRR,High-Value,94.65,Month-to-month,51,Yes,0.991426494639117
5708-EVONK,High-Value,93.4,Month-to-month,58,Yes,0.9913959400720477
2889-FPWRM,High-Value,117.8,One year,72,Yes,0.9913302475520271
5469-CTCWN,High-Value,106.0,One year,61,Yes,0.9910558318143101
2748-MYRVK,High-Value,99.9,One year,63,Yes,0.9909439477029487
4844-JJWUY,High-Value,86.0,Month-to-month,1,Yes,0.9907635098846039
7694-VLBWQ,High-Value,104.1,One year,67,Yes,0.9907196414369422
9943-VSZUV,High-Value,75.7,Month-to-month,67,No,0.9905522340475241
2886-KEFUM,High-Value,107.5,One year,63,Yes,0.9905184252960298
3132-TVFDZ,Low-Value,44.85,Month-to-month,57,Yes,0.9904922787880331
5498-TXHLF,High-Value,87.45,Month-to-month,34,Yes,0.9903208636477078
2027-OAQQC,Low-Value,49.05,Month-to-month,43,Yes,0.9903119712073905
8199-ZLLSA,High-Value,118.35,One year,67,Yes,0.99025559697236
2856-NNASM,High-Value,89.55,Month-to-month,43,Yes,0.990192927673006
1444-VVSGW,High-Value,115.65,One year,70,Yes,0.9901418533102755
9079-YEXQJ,High-Value,111.1,Month-to-month,54,Yes,0.9901368387593742
7614-QVWQL,Low-Value,51.8,One year,49,Yes,0.990013440141131
4566-GOLUK,High-Value,107.35,Month-to-month,47,Yes,0.9899503724359696
0447-BEMNG,Low-Value,45.3,Month-to-month,48,Yes,0.9897841799653404
6394-MFYNG,High-Value,107.4,Month-to-month,48,Yes,0.9896620706827615
1228-FZFRV,High-Value,105.95,Month-to-month,50,Yes,0.9896065337500539
1374-DMZUI,High-Value,94.3,Month-to-month,4,Yes,0.989449413641741
9572-MTILT,High-Value,106.75,Month-to-month,59,Yes,0.9893480283008893
6664-FPDAC,High-Value,111.95,One year,56,Yes,0.9893300431013609
0533-BNWKF,High-Value,85.45,Month-to-month,55,Yes,0.9892481142977179
0093-XWZFY,High-Value,104.5,Month-to-month,40,Yes,0.9891905914468743
5419-JPRRN,High-Value,101.45,Month-to-month,1,Yes,0.989096247660154
6771-XWBDM,High-Value,104.5,Month-to-month,57,Yes,0.9890646037003665
0311-UNPFF,High-Value,88.8,Month-to-month,26,Yes,0.9887401214609819
0397-GZBBC,High-Value,93.85,Month-to-month,59,Yes,0.9885006679721304
3804-RVTGV,High-Value,103.85,Month-to-month,50,Yes,0.9884834360150017
3424-NMNBO,High-Value,108.85,One year,58,Yes,0.9884548047228472
9600-NAXZN,High-Value,101.4,Month-to-month,43,Yes,0.988307664749871
0107-YHINA,High-Value,99.75,Month-to-month,1,Yes,0.9882883604660724
4021-RQSNY,High-Value,98.5,Month-to-month,29,Yes,0.9882422627388111
2869-ADAWR,High-Value,89.3,Month-to-month,45,Yes,0.9880229356060016
4628-CTTLA,Low-Value,39.3,Month-to-month,57,Yes,0.9878599657279682
6425-YQLLO,High-Value,105.95,One year,66,Yes,0.9878532025148056
7124-UGSUR,High-Value,104.4,One year,61,Yes,0.9878335355665971
6467-CHFZW,High-Value,99.35,Month-to-month,47,Yes,0.9875444280342417
1866-RZZQS,High-Value,98.4,Month-to-month,41,Yes,0.9873382421964629
4829-AUOAX,High-Value,96.05,Month-to-month,46,Yes,0.9872570366226212
4433-JCGCG,High-Value,101.0,Month-to-month,46,Yes,0.9871285876727933
5981-ITEMU,High-Value,97.1,Month-to-month,40,Yes,0.9870739848494435
3886-CERTZ,High-Value,109.25,One year,72,Yes,0.9870113537770538
4612-THJBS,High-Value,104.75,One year,56,Yes,0.9869989123480308
3005-NFMTA,High-Value,98.8,Month-to-month,55,Yes,0.9868835240899712
2408-TZMJL,High-Value,110.15,One year,59,Yes,0.9867790656878354
3768-NLUBH,High-Value,100.6,Month-to-month,57,Yes,0.9866573828596137
9948-YPTDG,High-Value,79.45,Month-to-month,38,Yes,0.9865845560086591
5748-RNCJT,High-Value,106.5,Two year,69,Yes,0.9865170414443216
2834-JRTUA,High-Value,108.05,Two year,71,Yes,0.9864824493835336
8624-GIOUT,Low-Value,59.75,Month-to-month,49,Yes,0.9863962248385559
1455-UGQVH,High-Value,98.5,Month-to-month,10,Yes,0.9863472351027465
2722-VOJQL,High-Value,105.65,One year,64,Yes,0.9863394930315973
7209-JCUDS,High-Value,94.9,Month-to-month,10,Yes,0.9862483854508508
1502-XFCVR,High-Value,106.45,One year,58,Yes,0.9862383531888874
1095-JUDTC,High-Value,95.05,Month-to-month,47,Yes,0.986084892001114
8276-MQBYC,High-Value,97.8,Month-to-month,51,Yes,0.9860800014077925
4250-ZBWLV,High-Value,108.45,One year,68,Yes,0.9859737406267591
8634-CILSZ,High-Value,104.7,One year,69,Yes,0.9857135425163064
0939-YAPAF,High-Value,100.25,Month-to-month,35,Yes,0.9855287635171236
9705-IOVQQ,High-Value,99.0,One year,61,No,0.9851254671492784
6097-EQISJ,High-Value,102.45,One year,66,Yes,0.9850029982640474
5889-JTMUL,High-Value,95.05,Month-to-month,50,Yes,0.9848215182550241
9574-RKJIF,High-Value,94.4,Month-to-month,30,Yes,0.9847139561419772
9134-CEQMF,High-Value,89.5,Month-to-month,7,Yes,0.9841122638691084
4826-XTSOH,High-Value,86.05,Month-to-month,1,Yes,0.98319517168648
2929-QNSRW,High-Value,98.25,One year,56,Yes,0.9830409506663288
7632-MNYOY,High-Value,110.9,One year,66,Yes,0.9830089226932828
3521-SYVOR,Low-Value,64.75,Month-to-month,37,Yes,0.9829722183189104
5192-EBGOV,High-Value,85.7,Month-to-month,1,Yes,0.9829474764097147
2530-ENDWQ,High-Value,93.7,Two year,71,Yes,0.9827969943554821
0727-BMPLR,High-Value,100.0,One year,55,Yes,0.9826805270542754
1069-XAIEM,High-Value,85.05,Month-to-month,1,Yes,0.982477917368506
7721-JXEAW,Low-Value,41.05,Month-to-month,59,Yes,0.9824149428759836
8937-RDTHP,High-Value,84.6,Month-to-month,1,Yes,0.9823645366345465
2479-BRAMR,High-Value,83.75,Month-to-month,41,Yes,0.9823542442529583
5271-YNWVR,High-Value,113.15,Two year,68,Yes,0.9817106198497003
3714-NTNFO,High-Value,84.5,Month-to-month,49,No,0.9816176286374636
9565-DJPIB,High-Value,89.6,Month-to-month,4,Yes,0.9810946044338101
8603-IJWDN,High-Value,86.6,Month-to-month,1,Yes,0.9810260955055636
7142-HVGBG,High-Value,103.0,Month-to-month,43,Yes,0.9808616247232518
6173-ITPWD,High-Value,83.35,Month-to-month,47,Yes,0.9808071876138514
2382-BCKQJ,High-Value,100.15,One year,62,Yes,0.9804962340254312
5536-RTPWK,High-Value,99.05,Month-to-month,49,Yes,0.9804549413581378
4720-VSTSI,High-Value,84.8,Month-to-month,44,Yes,0.980282295595592
0320-JDNQG,High-Value,99.85,Month-to-month,23,Yes,0.9799069810444853
5178-LMXOP,High-Value,95.1,Month-to-month,1,Yes,0.9798688297403889
9282-IZGQK,High-Value,85.0,Month-to-month,1,Yes,0.9797172590956776
4912-PIGUY,High-Value,84.6,Month-to-month,1,No,0.9793764709094664
7120-RFMVS,High-Value,84.5,Month-to-month,1,Yes,0.9792904017590522
5380-WJKOV,High-Value,106.35,Month-to-month,34,Yes,0.9792245111319879
3158-MOERK,High-Value,96.0,Month-to-month,2,Yes,0.9791831428161302
6559-ILWKJ,Low-Value,49.35,Two year,71,Yes,0.9791400716149586
9300-AGZNL,High-Value,94.0,Month-to-month,1,Yes,0.9789250780199672
9851-QXEEQ,High-Value,104.7,Month-to-month,41,Yes,0.9789196076946077
9114-VEPUF,High-Value,96.1,One year,62,No,0.9788794637454904
6769-DCQLI,High-Value,105.0,One year,52,Yes,0.9788594846645888
7055-VKGDA,High-Value,105.4,One year,54,Yes,0.9788114839788458
2533-QVMSK,High-Value,94.1,Two year,61,Yes,0.9785505472705166
8443-WVPSS,High-Value,99.85,Month-to-month,10,Yes,0.97828024005533
6899-PPEEA,High-Value,96.55,Month-to-month,37,Yes,0.978260618838847
0406-BPDVR,High-Value,101.5,One year,54,Yes,0.9780860555596642
5502-RLUYV,High-Value,103.95,Month-to-month,69,Yes,0.9780783267255212
1415-YFWLT,High-Value,89.3,Month-to-month,1,Yes,0.9777248439565511
2038-LLMLM,High-Value,103.85,Month-to-month,48,No,0.977697987671822
6567-HOOPW,High-Value,79.2,Month-to-month,1,Yes,0.977639431037385
1343-EHPYB,High-Value,103.4,Month-to-month,63,Yes,0.9774660848950153
1894-IGFSG,High-Value,89.25,Month-to-month,22,Yes,0.9774426730542405
8290-YWKHZ,High-Value,93.2,Month-to-month,32,Yes,0.9773354826625286
2519-FAKOD,High-Value,99.25,Month-to-month,38,Yes,0.9772659790714044
0295-PPHDO,High-Value,95.45,Month-to-month,1,Yes,0.977090717327306
2004-OCQXK,High-Value,81.95,Month-to-month,1,Yes,0.9769729862908649
9885-CSMWE,High-Value,78.45,Month-to-month,1,Yes,0.9769314826072815
8019-ENHXU,High-Value,99.45,Month-to-month,42,Yes,0.9767956307519469
5949-XIKAE,High-Value,83.55,Month-to-month,8,Yes,0.9764747726289112
4910-GMJOT,High-Value,94.6,Month-to-month,1,Yes,0.976267487093174
4614-NUVZD,High-Value,81.1,Month-to-month,1,Yes,0.9761456287523913
2018-QKYGT,High-Value,81.05,Month-to-month,1,No,0.9760960675749022
0895-DQHEW,High-Value,104.3,Month-to-month,54,Yes,0.9759931593846755
6457-USBER,High-Value,80.8,Month-to-month,1,Yes,0.9758467511572517
2034-GDRCN,High-Value,90.4,Month-to-month,2,Yes,0.97580774763621
8580-AECUZ,High-Value,79.1,Month-to-month,1,Yes,0.9757784550364385
8775-LHDJH,High-Value,90.6,Month-to-month,1,Yes,0.9757262053018185
0318-QUUOB,High-Value,80.55,Month-to-month,1,Yes,0.9755948994020565
7439-DKZTW,High-Value,80.55,Month-to-month,1,No,0.9755948994020565
2867-UIMSS,High-Value,80.5,Month-to-month,1,Yes,0.9755442226651971
8149-RSOUN,High-Value,93.85,Month-to-month,1,Yes,0.975517189902965
7480-QNVZJ,High-Value,95.7,Month-to-month,50,Yes,0.9754693164835713
2460-FPSYH,Low-Value,55.8,Month-to-month,40,Yes,0.9754314370513644
8714-EUHJO,High-Value,91.15,Month-to-month,31,Yes,0.9753270812154883
6319-IEJWJ,High-Value,90.2,Month-to-month,20,Yes,0.9752956206927693
5494-HECPR,High-Value,80.25,Month-to-month,1,Yes,0.9752892962526094
7861-UVUFT,High-Value,84.3,Month-to-month,15,Yes,0.975091671932315
0329-GTIAJ,High-Value,97.9,Month-to-month,3,Yes,0.9750522809966841
1448-PWKYE,High-Value,80.0,Month-to-month,1,Yes,0.9750317805059702
6521-YYTYI,High-Value,93.3,Month-to-month,1,Yes,0.9749523239872493
1285-OKIPP,High-Value,79.9,Month-to-month,1,Yes,0.9749280436285778
4710-FDUIZ,High-Value,100.3,One year,56,Yes,0.974789729839837
0495-RVCBF,High-Value,79.7,Month-to-month,1,Yes,0.974719308648975
8058-INTPH,High-Value,79.65,Month-to-month,1,Yes,0.9746668609758213
7594-RQHXR,High-Value,79.6,Month-to-month,1,Yes,0.9746143073278214
6393-WRYZE,High-Value,97.65,Month-to-month,34,Yes,0.974589431360836
1761-AEZZR,High-Value,79.55,Month-to-month,1,Yes,0.9745616475026132
9019-QVLZD,High-Value,79.55,Month-to-month,1,Yes,0.9745616475026132
4273-MBHYA,High-Value,89.35,Month-to-month,1,No,0.9743414919006754
2868-MZAGQ,High-Value,79.25,Month-to-month,1,Yes,0.9742434474551412
7577-SWIFR,High-Value,89.25,Month-to-month,1,No,0.9742349628279519
1455-ESIQH,High-Value,89.1,Month-to-month,1,Yes,0.9740743614367271
6032-KRXXO,High-Value,90.25,Month-to-month,30,Yes,0.9740510911547452
5960-WPXQM,High-Value,79.05,Month-to-month,1,Yes,0.9740291647426335
8740-CRYFY,High-Value,78.95,Month-to-month,1,Yes,0.9739213736562905
3976-BWUCK,High-Value,94.1,Month-to-month,30,Yes,0.973888980262399
9710-ZUSHQ,High-Value,106.75,Month-to-month,37,Yes,0.9738588322369364
6372-RFVNS,High-Value,78.8,Month-to-month,1,Yes,0.9737588702174338
8945-GRKHX,High-Value,78.65,Month-to-month,1,Yes,0.9735953816262184
3722-WPXTK,High-Value,88.35,Month-to-month,1,Yes,0.9732566284823844
2082-OJVTK,High-Value,89.2,Month-to-month,29,Yes,0.9732256444059015
7112-OPOTK,Low-Value,68.25,Month-to-month,33,Yes,0.9731809281539721
5919-TMRGD,High-Value,79.35,Month-to-month,1,Yes,0.9730248586663458
9300-RENDD,High-Value,79.95,Month-to-month,1,Yes,0.9730156673439688
2777-PHDEI,High-Value,78.05,Month-to-month,1,Yes,0.9729314627336197
4322-RCYMT,High-Value,75.8,One year,68,Yes,0.9726345460646512
3068-OMWZA,High-Value,88.8,Month-to-month,1,Yes,0.9725423550136348
5298-GSTLM,High-Value,101.4,One year,60,No,0.9722494813996956
3927-NLNRY,High-Value,94.25,One year,53,Yes,0.9722475506937766
2725-KXXWT,High-Value,90.75,Month-to-month,1,Yes,0.9721632738611409
3685-YLCMQ,High-Value,104.65,One year,58,Yes,0.972003742098569
5797-APWZC,High-Value,90.6,Month-to-month,1,Yes,0.9719901302667177
7274-RTAPZ,High-Value,90.55,Month-to-month,1,Yes,0.9719321836437493
7294-TMAOP,High-Value,90.55,Month-to-month,1,Yes,0.9719321836437493
2091-MJTFX,Low-Value,51.2,Month-to-month,30,Yes,0.9718288726443285
3049-NDXFL,High-Value,85.8,Month-to-month,1,Yes,0.9714374351532962
1941-HOSAM,High-Value,90.1,Month-to-month,1,No,0.9714053991421453
0201-OAMXR,High-Value,115.55,One year,70,Yes,0.9713726796195515
4488-KQFDT,High-Value,103.95,One year,61,No,0.9712161301612325
5393-RXQSZ,High-Value,79.6,Month-to-month,1,Yes,0.9712104026892238
6661-HBGWL,High-Value,104.75,Month-to-month,42,Yes,0.9711606062539369
3190-XFANI,High-Value,100.6,One year,49,Yes,0.9711003934100082
2514-GINMM,High-Value,79.5,Month-to-month,1,Yes,0.9710912596511582
5281-BUZGT,High-Value,90.85,Month-to-month,36,Yes,0.9710346380018537
9124-LHCJQ,High-Value,85.45,Month-to-month,1,Yes,0.9710215442678819
8809-RIHDD,High-Value,103.4,Two year,72,Yes,0.9708134778278716
3763-GCZHZ,High-Value,104.05,One year,66,Yes,0.970705261322574
9248-OJYKK,High-Value,76.45,Month-to-month,1,Yes,0.9705336716185156
9170-GYZJC,High-Value,79.9,Month-to-month,41,Yes,0.9705025372755095
9725-SCPZG,High-Value,90.85,Month-to-month,1,Yes,0.9701082124601959
7503-ZGUZJ,High-Value,84.65,Month-to-month,1,Yes,0.970048760209295
1193-RTSLK,High-Value,83.9,Month-to-month,38,Yes,0.9699025359287857
6894-LFHLY,High-Value,75.75,Month-to-month,1,Yes,0.96967034030449
4791-QRGMF,High-Value,99.5,One year,59,Yes,0.9696614462319338
4658-HCOHW,High-Value,102.8,Month-to-month,21,Yes,0.9694415398006292
9025-AOMKI,High-Value,93.55,Month-to-month,6,Yes,0.9694319236751732
4988-IQIGL,High-Value,75.35,Month-to-month,1,Yes,0.9691660577369637
1862-SKORY,Low-Value,39.3,Month-to-month,40,Yes,0.9690946090138433
6599-RCLCJ,High-Value,109.55,Month-to-month,47,Yes,0.9687703598155322
9057-SIHCH,High-Value,96.6,Month-to-month,3,Yes,0.9686073392107971
7599-FKVXZ,High-Value,106.15,Month-to-month,42,Yes,0.9684513244121922
2195-ZRVAX,High-Value,85.3,Month-to-month,47,Yes,0.9680880797965371
4192-GORJT,High-Value,94.45,Month-to-month,5,Yes,0.9680256218252352
0723-DRCLG,High-Value,74.45,Month-to-month,1,Yes,0.9680015717307195
3551-HUAZH,High-Value,74.4,Month-to-month,1,Yes,0.9679356458091641
6230-BSUXY,High-Value,85.0,Month-to-month,1,Yes,0.9678813344267385
6543-XRMYR,High-Value,99.7,Month-to-month,30,Yes,0.9677934109999211
2834-SPCJV,High-Value,84.1,Month-to-month,52,Yes,0.9676407552459284
2067-QYTCF,High-Value,111.15,Month-to-month,64,No,0.9675418334515447
0691-JVSYA,High-Value,94.85,One year,53,Yes,0.9674777136745447
7903-CMPEY,High-Value,80.3,Month-to-month,1,Yes,0.9674115106567641
7056-IMHCC,High-Value,101.9,Month-to-month,53,Yes,0.9673305563808982
7493-TPUWZ,High-Value,79.15,Month-to-month,1,Yes,0.9673270501906956
3049-SOLAY,High-Value,95.2,Month-to-month,3,Yes,0.9672474983390943
9412-GHEEC,High-Value,104.8,Month-to-month,40,Yes,0.967116634428982
2609-IAICY,High-Value,77.15,Month-to-month,1,Yes,0.966989750413516
6857-VWJDT,High-Value,95.65,Month-to-month,1,Yes,0.9669686273505801
8473-VUVJN,High-Value,73.65,Month-to-month,1,Yes,0.9669308620957008
1628-BIZYP,High-Value,85.0,Month-to-month,1,No,0.966891765574644
5959-BELXA,High-Value,96.15,Month-to-month,32,Yes,0.9668336321234233
6513-EECDB,High-Value,73.55,Month-to-month,1,Yes,0.9667946140975269
2013-SGDXK,High-Value,84.3,Month-to-month,1,Yes,0.9667666128910382
7216-EWTRS,High-Value,100.8,Month-to-month,1,Yes,0.9664424094546192
4102-OQUPX,High-Value,74.4,Month-to-month,1,Yes,0.9662906631936512
6960-HVYXR,High-Value,76.0,Month-to-month,1,Yes,0.9653925383673815
8035-BUYVG,Low-Value,42.35,One year,40,Yes,0.965248247204198
1833-VGRUM,High-Value,74.2,Month-to-month,1,Yes,0.9651529909143342
5240-IJOQT,High-Value,74.7,Month-to-month,1,Yes,0.9649978588716795
5275-SQEIZ,High-Value,80.85,Month-to-month,1,Yes,0.9649796866152699
4124-MMETB,High-Value,94.65,Month-to-month,22,Yes,0.9649389745571029
2403-BCASL,High-Value,111.95,One year,41,Yes,0.9648140289041666
0021-IKXGC,High-Value,72.1,Month-to-month,1,No,0.9647570920540051
5834-ASPWA,High-Value,75.45,Month-to-month,1,Yes,0.9646025533030996
6772-KSATR,High-Value,81.7,Month-to-month,1,Yes,0.9645385822695302
9787-XVQIU,High-Value,75.3,Month-to-month,1,Yes,0.9643841051398285
6034-ZRYCV,Low-Value,54.2,Two year,72,Yes,0.9642137256675289
8644-XLFBW,High-Value,71.65,Month-to-month,1,Yes,0.96410061742505
1452-VOQCH,High-Value,75.1,Month-to-month,1,No,0.9640908205464429
5439-WIKXB,High-Value,94.55,Month-to-month,41,No,0.963923809920573
1157-BQCUW,High-Value,74.95,Month-to-month,1,Yes,0.963869332618038
9835-ZIITK,High-Value,110.85,One year,66,Yes,0.9638266232164291
8821-XNHVZ,High-Value,80.05,Month-to-month,1,Yes,0.9638116409084652
6358-LYNGM,High-Value,74.9,Month-to-month,1,Yes,0.9637952115230082
7979-CORPM,High-Value,90.55,Month-to-month,24,Yes,0.9636677949888943
5597-GLBUC,High-Value,85.45,Month-to-month,1,Yes,0.9636597617729321
2931-VUVJN,High-Value,94.05,One year,59,No,0.9635492851238913
8775-ERLNB,High-Value,74.3,Month-to-month,1,No,0.963520420427383
3878-AVSOQ,High-Value,71.25,Month-to-month,1,No,0.9635072138315397
1977-STDKI,High-Value,73.0,Month-to-month,1,Yes,0.9635067910612569
4039-HEUNW,High-Value,96.5,Month-to-month,36,Yes,0.9634998726362511
6397-JNZZG,Low-Value,55.55,Month-to-month,43,Yes,0.9632573073224965
4415-IJZTP,High-Value,74.5,Month-to-month,1,Yes,0.9631969523912558
7180-PISOG,High-Value,74.5,Month-to-month,1,Yes,0.9631969523912558
4817-VYYWS,High-Value,100.2,Month-to-month,30,Yes,0.9631454386005474
5277-ZLOOR,High-Value,85.55,Month-to-month,2,Yes,0.963098113082645
6952-OMNWB,High-Value,80.35,Month-to-month,68,No,0.962957144075875
2202-CUYXZ,High-Value,84.85,Month-to-month,1,Yes,0.962755578022533
6877-TJMBR,High-Value,84.8,Month-to-month,1,Yes,0.9626792605580726
9600-UDOPK,High-Value,94.05,Month-to-month,30,Yes,0.962559444867515
7595-EUIVN,High-Value,75.8,Month-to-month,1,Yes,0.9625121121926697
8051-HJRLT,High-Value,70.55,Month-to-month,1,Yes,0.9624459808400255
9488-HGMJH,High-Value,71.15,Month-to-month,1,Yes,0.962433324110123
6086-ESGRL,High-Value,80.15,Month-to-month,1,Yes,0.962388575978168
5196-SGOAK,High-Value,75.7,Month-to-month,1,Yes,0.9623583672521799
