customerID,value_segment,MonthlyCharges,Contract,tenure,Churn,churn_probability
3027-ZTDHO,High-Value,89.9,Month-to-month,1,Yes,0.959767232707942
0637-UBJRP,High-Value,84.05,Month-to-month,13,Yes,0.9593995164302089
8337-UPOAQ,High-Value,89.8,Month-to-month,10,Yes,0.9588166418189421
4391-RESHN,High-Value,104.05,Month-to-month,23,Yes,0.9582009834227656
4021-RQSNY,High-Value,98.5,Month-to-month,29,Yes,0.958046921342942
4315-MURBD,High-Value,98.9,Month-to-month,12,Yes,0.9575618365727533
5130-IEKQT,High-Value,105.95,Month-to-month,25,Yes,0.957423538379345
4844-JJWUY,High-Value,86.0,Month-to-month,1,Yes,0.9572141205902021
6543-XRMYR,High-Value,99.7,Month-to-month,30,Yes,0.9566736255759684
6900-PXRMS,High-Value,105.75,Month-to-month,26,Yes,0.9562864597454613
8017-LXHFA,High-Value,94.75,Month-to-month,23,Yes,0.9562787102679409
2034-CGRHZ,High-Value,102.95,Month-to-month,24,Yes,0.9560465282573408
4597-NUCQV,High-Value,101.25,Month-to-month,24,Yes,0.9558087964166978
4817-VYYWS,High-Value,100.2,Month-to-month,30,Yes,0.9553110027940196
6402-ZFPPI,High-Value,102.8,Month-to-month,25,Yes,0.9553107213532877
5655-JSMZM,High-Value,96.2,Month-to-month,49,Yes,0.9548537276772707
8510-AWCXC,High-Value,100.8,Month-to-month,13,Yes,0.9548278452145991
1820-TQVEV,Low-Value,69.55,Month-to-month,1,Yes,0.9545148213515806
2034-GDRCN,High-Value,90.4,Month-to-month,2,Yes,0.9544835423662683
9172-JITSM,High-Value,90.8,Month-to-month,26,Yes,0.954398054325157
4902-OHLSK,High-Value,98.65,Month-to-month,29,Yes,0.9542745897694612
7861-UVUFT,High-Value,84.3,Month-to-month,15,Yes,0.9540333114087949
6892-XPFPU,High-Value,104.25,Month-to-month,24,Yes,0.9540214008172754
6005-OBZPH,High-Value,89.15,Month-to-month,26,Yes,0.9535182516010097
0886-QGENL,High-Value,101.25,Month-to-month,27,Yes,0.9531915815615639
5609-CEBID,High-Value,94.1,Month-to-month,20,Yes,0.9530692760639761
1624-WOIWJ,High-Value,84.7,Month-to-month,10,Yes,0.9516659019582656
0578-SKVMF,High-Value,83.3,Month-to-month,22,Yes,0.9514407616036048
0970-ETWGE,High-Value,89.55,Month-to-month,1,Yes,0.9513964433277106
1195-OIYEJ,High-Value,91.1,Month-to-month,13,Yes,0.9513774475181749
1309-BXVOQ,High-Value,106.1,Month-to-month,21,Yes,0.9512497913250951
5519-YLDGW,High-Value,103.9,Month-to-month,21,Yes,0.9512497913250951
4566-GOLUK,High-Value,107.35,Month-to-month,47,Yes,0.9508728188457579
6394-MFYNG,High-Value,107.4,Month-to-month,48,Yes,0.9507866972024452
3957-LXOLK,High-Value,106.15,Month-to-month,28,Yes,0.950322339776564
1075-BGWOH,High-Value,98.75,Month-to-month,16,Yes,0.9501229455084338
6457-GIRWB,Low-Value,69.35,Month-to-month,1,Yes,0.9500247975992897
7254-IQWOZ,Low-Value,69.65,Month-to-month,1,Yes,0.9500247975992897
4550-EVXNY,Low-Value,69.65,Month-to-month,1,Yes,0.9500247975992897
6502-MJQAE,Low-Value,69.6,Month-to-month,1,Yes,0.9500247975992897
4510-HIMLV,Low-Value,69.8,Month-to-month,1,Yes,0.9500247975992897
7665-TOALD,Low-Value,69.6,Month-to-month,1,Yes,0.9500247975992897
5134-IKDAY,Low-Value,69.8,Month-to-month,1,Yes,0.9500247975992897
3428-XZMAZ,Low-Value,69.35,Month-to-month,1,Yes,0.9500247975992897
0488-GSLFR,Low-Value,69.5,Month-to-month,1,Yes,0.9500247975992897
2845-HSJCY,High-Value,87.25,Month-to-month,14,Yes,0.9498558442628354
4423-YLHDV,High-Value,104.4,Month-to-month,21,Yes,0.9498111463587623
8182-BJDSI,High-Value,89.95,Month-to-month,28,Yes,0.9497254969698408
1447-GIQMR,Low-Value,69.15,Month-to-month,1,Yes,0.9496896733258541
3716-BDVDB,Low-Value,69.1,Month-to-month,1,Yes,0.9496896733258541
7881-INRLC,High-Value,100.85,Month-to-month,45,Yes,0.949548600972422
5955-ERIHD,High-Value,94.7,Month-to-month,18,Yes,0.9495237969251193
7206-GZCDC,Low-Value,69.25,Month-to-month,1,Yes,0.9494673193860044
8393-DLHGA,High-Value,95.9,Month-to-month,25,Yes,0.9493905680843767
3757-NJYBX,High-Value,106.35,Month-to-month,32,Yes,0.9489367227253682
5883-GTGVD,High-Value,99.95,Month-to-month,19,Yes,0.9487872360025463
4603-JANFB,Low-Value,69.85,Month-to-month,1,Yes,0.9486675205059508
4077-CROMM,High-Value,104.2,Month-to-month,31,Yes,0.9485857644132379
8610-WFCJF,High-Value,95.6,Month-to-month,49,Yes,0.9484585407248529
7780-OTDSO,High-Value,99.4,Month-to-month,18,Yes,0.9480957707968015
9658-WYUFB,High-Value,94.4,Month-to-month,17,Yes,0.9477823977933061
2840-XANRC,High-Value,93.15,Month-to-month,24,Yes,0.947583456349097
1894-IGFSG,High-Value,89.25,Month-to-month,22,Yes,0.9475794557247351
3001-CBHLQ,High-Value,104.9,Month-to-month,32,Yes,0.9474756376296716
9912-GVSEQ,High-Value,93.85,Month-to-month,26,Yes,0.947431887139785
0576-WNXXC,High-Value,95.55,Month-to-month,27,Yes,0.9473326203473613
5875-YPQFJ,Low-Value,69.9,Month-to-month,1,Yes,0.9472961896186927
5542-TBBWB,Low-Value,69.9,Month-to-month,1,No,0.9472961896186927
9804-ICWBG,Low-Value,69.9,Month-to-month,1,Yes,0.9472961896186927
0320-JDNQG,High-Value,99.85,Month-to-month,23,Yes,0.946660184375441
6615-NGGZJ,High-Value,100.55,Month-to-month,14,Yes,0.9464854165904459
8625-AZYZY,High-Value,104.65,Month-to-month,24,Yes,0.9464281082992505
7599-FKVXZ,High-Value,106.15,Month-to-month,42,Yes,0.9464227265592139
3398-FSHON,High-Value,91.3,Month-to-month,12,Yes,0.9463913386189169
1264-BYWMS,High-Value,96.8,Month-to-month,55,Yes,0.9455286489064489
7079-QRCBC,High-Value,98.75,Month-to-month,24,Yes,0.9455216934932571
8999-BOHSE,High-Value,89.7,Month-to-month,11,Yes,0.9452929463494988
1513-XNPPH,High-Value,89.4,Month-to-month,12,Yes,0.9452799553499388
5364-XYIRR,High-Value,94.65,Month-to-month,51,Yes,0.9451314161028043
2430-USGXP,High-Value,101.05,Month-to-month,24,Yes,0.9449271028429268
7969-AULMZ,High-Value,97.35,Month-to-month,21,Yes,0.9448972704176494
1626-ERCMM,High-Value,94.55,Month-to-month,20,Yes,0.9446086217623515
9601-BRXPO,High-Value,104.95,Month-to-month,25,Yes,0.9445519211540575
7660-HDPJV,Low-Value,69.2,Month-to-month,1,Yes,0.9445148213515806
9728-FTTVZ,Low-Value,69.2,Month-to-month,1,Yes,0.9445148213515806
7979-CORPM,High-Value,90.55,Month-to-month,24,Yes,0.9444315321573663
9851-QXEEQ,High-Value,104.7,Month-to-month,41,Yes,0.9440013125637243
3143-JQEGI,High-Value,88.35,Month-to-month,13,Yes,0.9437562702399707
9692-TUSXH,High-Value,96.05,Month-to-month,18,Yes,0.9434704112375598
1597-LHYNC,High-Value,95.0,Month-to-month,26,Yes,0.9429903847542052
4124-MMETB,High-Value,94.65,Month-to-month,22,Yes,0.9429815345863186
8714-EUHJO,High-Value,91.15,Month-to-month,31,Yes,0.9428481663022752
0311-UNPFF,High-Value,88.8,Month-to-month,26,Yes,0.9427392784879309
8949-JTMAY,High-Value,98.6,Month-to-month,29,Yes,0.9426274523571958
2657-ALMWY,High-Value,84.95,Month-to-month,26,Yes,0.9426183911007102
8062-YBDOE,Low-Value,69.65,Month-to-month,1,Yes,0.9422889210700377
5539-TMZLF,Low-Value,69.75,Month-to-month,1,Yes,0.9422889210700377
2636-ALXXZ,Low-Value,69.6,Month-to-month,1,Yes,0.9422889210700377
4871-JTKJF,Low-Value,69.65,Month-to-month,1,Yes,0.9422889210700377
0679-IDSTG,Low-Value,69.25,Month-to-month,1,Yes,0.9422889210700377
8375-DKEBR,Low-Value,69.6,Month-to-month,1,Yes,0.9422889210700377
2506-TNFCO,Low-Value,69.55,Month-to-month,1,Yes,0.9422889210700377
0654-HMSHN,High-Value,104.4,Month-to-month,21,Yes,0.9419479941937429
1723-HKXJQ,High-Value,101.75,Month-to-month,42,Yes,0.9414524865057996
6899-PPEEA,High-Value,96.55,Month-to-month,37,Yes,0.9413488428272839
5052-PNLOS,High-Value,105.35,Month-to-month,3,Yes,0.9412827532716993
3871-IKPYH,Low-Value,69.1,Month-to-month,1,Yes,0.9411951677078705
0148-DCDOS,High-Value,94.7,Month-to-month,25,Yes,0.9410236976326674
1853-UDXBW,Low-Value,70.0,Month-to-month,1,Yes,0.9410199407410724
7153-OANIO,Low-Value,69.95,Month-to-month,1,Yes,0.9410199407410724
5583-SXDAG,Low-Value,70.0,Month-to-month,1,Yes,0.9410199407410724
5550-VFRLC,Low-Value,69.85,Month-to-month,1,Yes,0.9409316439766988
8429-XIBUM,High-Value,101.35,Month-to-month,22,Yes,0.9409156084256961
6393-WRYZE,High-Value,97.65,Month-to-month,34,Yes,0.9406866935282027
4289-DTDKW,High-Value,101.3,Month-to-month,40,Yes,0.9401760308332702
3393-FMZPV,High-Value,100.25,Month-to-month,25,Yes,0.9400434623646425
6583-QGCSI,High-Value,88.05,Month-to-month,50,Yes,0.9399296368333327
4735-ASGMA,High-Value,98.35,Month-to-month,26,Yes,0.9399067610240952
1658-BYGOY,High-Value,95.45,Month-to-month,18,Yes,0.9398374019971655
7480-QNVZJ,High-Value,95.7,Month-to-month,50,Yes,0.9396264667299404
6661-HBGWL,High-Value,104.75,Month-to-month,42,Yes,0.9395500678010071
3424-NMNBO,High-Value,108.85,One year,58,Yes,0.9394800089132169
6179-GJPSO,High-Value,108.15,Month-to-month,43,Yes,0.9391920075255794
2685-SREOM,High-Value,89.1,Month-to-month,25,Yes,0.9391719775061085
5366-IJEQJ,High-Value,88.7,Month-to-month,20,Yes,0.939158215947292
6518-LGAOV,High-Value,105.0,Month-to-month,38,Yes,0.9390281779709607
8708-XPXHZ,High-Value,94.2,Month-to-month,42,Yes,0.9386159349317671
9300-RENDD,High-Value,79.95,Month-to-month,1,Yes,0.9379705179016384
0875-CABNR,High-Value,84.6,Month-to-month,10,Yes,0.9379528647696651
2357-COQEK,High-Value,103.3,Month-to-month,28,Yes,0.9379478494846295
4919-IKATY,High-Value,84.5,Month-to-month,5,Yes,0.937944655156052
9412-GHEEC,High-Value,104.8,Month-to-month,40,Yes,0.9376193912321632
0611-DFXKO,High-Value,89.0,Month-to-month,20,Yes,0.9373862552510759
8063-RJYNF,High-Value,94.25,Month-to-month,16,Yes,0.9372989327872085
4558-FANTW,High-Value,91.85,Month-to-month,17,Yes,0.9366121507352626
7142-HVGBG,High-Value,103.0,Month-to-month,43,Yes,0.9365820637809983
0871-URUWO,High-Value,102.25,Month-to-month,13,Yes,0.9364620687863366
6646-VRFOL,High-Value,103.85,Month-to-month,53,Yes,0.936414148955292
1866-RZZQS,High-Value,98.4,Month-to-month,41,Yes,0.9363378613599926
9512-UIBFX,High-Value,95.15,Month-to-month,18,Yes,0.9362207954076495
4826-XTSOH,High-Value,86.05,Month-to-month,1,Yes,0.9360114509768103
1069-XAIEM,High-Value,85.05,Month-to-month,1,Yes,0.935719618619935
2952-QAYZF,High-Value,85.3,Month-to-month,5,Yes,0.9357032261084938
6319-IEJWJ,High-Value,90.2,Month-to-month,20,Yes,0.9356224112624926
4550-VBOFE,High-Value,102.95,Month-to-month,70,Yes,0.9354156072514975
7752-XUSCI,High-Value,105.9,Month-to-month,60,Yes,0.9353980052392786
5192-EBGOV,High-Value,85.7,Month-to-month,1,Yes,0.9353771611410043
1771-OADNZ,High-Value,95.9,Month-to-month,29,Yes,0.9353381656394837
1891-UAWWU,High-Value,90.8,Month-to-month,20,Yes,0.935278715521664
2446-BEGGB,High-Value,98.25,Month-to-month,6,Yes,0.9351639002415864
6567-HOOPW,High-Value,79.2,Month-to-month,1,Yes,0.9351627224103669
4710-FDUIZ,High-Value,100.3,One year,56,Yes,0.9351425115576011
9885-CSMWE,High-Value,78.45,Month-to-month,1,Yes,0.934927585574884
1833-VGRUM,High-Value,74.2,Month-to-month,1,Yes,0.9349143567386996
6683-VLCTZ,High-Value,98.55,Month-to-month,20,Yes,0.9347413597860029
0135-NMXAP,High-Value,89.75,Month-to-month,12,Yes,0.9345261501129546
9600-NAXZN,High-Value,101.4,Month-to-month,43,Yes,0.9344383319787077
4806-HIPDW,Low-Value,68.95,Month-to-month,1,Yes,0.933731995891983
3753-TSEMP,High-Value,88.15,Month-to-month,15,Yes,0.9336668637400094
3419-SNJJD,High-Value,105.25,Month-to-month,65,Yes,0.9336096811985135
8000-REIQB,Low-Value,69.95,Month-to-month,1,Yes,0.933350053538706
5919-TMRGD,High-Value,79.35,Month-to-month,1,Yes,0.9333500288678949
1902-XBTFB,High-Value,89.4,Month-to-month,22,Yes,0.9331681909950733
6100-QQHEB,High-Value,92.55,Month-to-month,17,Yes,0.9331499299744442
4385-GZQXV,High-Value,94.45,Month-to-month,16,Yes,0.9328144060382432
9710-ZUSHQ,High-Value,106.75,Month-to-month,37,Yes,0.9324739162345698
5385-SUIRI,High-Value,104.2,Month-to-month,52,Yes,0.9324236336881235
1400-MMYXY,High-Value,105.9,Month-to-month,3,Yes,0.9322780050310883
5277-ZLOOR,High-Value,85.55,Month-to-month,2,Yes,0.9321997691642351
6365-MTGZX,High-Value,96.0,Month-to-month,24,Yes,0.9321428548012038
0093-XWZFY,High-Value,104.5,Month-to-month,40,Yes,0.9320484911713777
2003-CKLOR,High-Value,99.5,Month-to-month,66,Yes,0.931964589081608
3606-TWKGI,High-Value,106.9,Month-to-month,13,Yes,0.931833441142141
3640-PHQXK,High-Value,89.9,Month-to-month,31,Yes,0.9316479932542957
2408-TZMJL,High-Value,110.15,One year,59,Yes,0.9315827715372077
4433-JCGCG,High-Value,101.0,Month-to-month,46,Yes,0.9314925425107973
9019-QVLZD,High-Value,79.55,Month-to-month,1,Yes,0.9313022677019586
0495-RVCBF,High-Value,79.7,Month-to-month,1,Yes,0.9313022677019586
7594-RQHXR,High-Value,79.6,Month-to-month,1,Yes,0.9313022677019586
8058-INTPH,High-Value,79.65,Month-to-month,1,Yes,0.9313022677019586
2868-MZAGQ,High-Value,79.25,Month-to-month,1,Yes,0.9313022677019586
1761-AEZZR,High-Value,79.55,Month-to-month,1,Yes,0.9313022677019586
8740-CRYFY,High-Value,78.95,Month-to-month,1,Yes,0.9313022677019586
5960-WPXQM,High-Value,79.05,Month-to-month,1,Yes,0.9313022677019586
0946-CLJTI,High-Value,98.7,Month-to-month,58,Yes,0.9311322435860743
8945-GRKHX,High-Value,78.65,Month-to-month,1,Yes,0.9310671308664757
6372-RFVNS,High-Value,78.8,Month-to-month,1,Yes,0.9310671308664757
9647-ERGBE,High-Value,100.05,Month-to-month,30,Yes,0.9309415337362986
4598-XLKNJ,High-Value,98.5,Month-to-month,25,Yes,0.9309094949482748
3621-CEOVK,High-Value,100.2,Month-to-month,14,Yes,0.9307562227573295
4009-ALQFH,High-Value,99.5,Month-to-month,25,Yes,0.9305372174178423
8372-JUXUI,High-Value,74.35,Month-to-month,1,Yes,0.9302626394208786
2777-PHDEI,High-Value,78.05,Month-to-month,1,Yes,0.930179913536383
5219-YIPTK,High-Value,104.4,Month-to-month,33,Yes,0.9299528347383063
1448-PWKYE,High-Value,80.0,Month-to-month,1,Yes,0.9299216414592059
5494-HECPR,High-Value,80.25,Month-to-month,1,Yes,0.9299216414592059
1285-OKIPP,High-Value,79.9,Month-to-month,1,Yes,0.9299216414592059
2249-YPRNG,High-Value,105.85,Month-to-month,20,Yes,0.9298996760537679
9625-QSTYE,High-Value,81.15,Month-to-month,13,Yes,0.9298203542811282
4659-NZRUF,High-Value,95.15,Month-to-month,19,Yes,0.9297197390334816
4910-GMJOT,High-Value,94.6,Month-to-month,1,Yes,0.9297007139060008
8149-RSOUN,High-Value,93.85,Month-to-month,1,Yes,0.9297007139060008
7207-RMRDB,High-Value,105.5,Month-to-month,65,Yes,0.9292802142017063
9330-IJWIO,High-Value,100.35,Month-to-month,13,Yes,0.9291884489827986
8374-XGEJJ,High-Value,101.0,Month-to-month,43,Yes,0.9291778658454822
7851-WZEKY,High-Value,95.15,Month-to-month,2,Yes,0.9289460963034217
1086-LXKFY,Low-Value,69.1,Month-to-month,1,Yes,0.9288697069598016
3540-RZJYU,High-Value,86.2,Month-to-month,15,Yes,0.9288586499562298
6521-YYTYI,High-Value,93.3,Month-to-month,1,Yes,0.9288548734146984
3254-YRILK,High-Value,88.2,Month-to-month,19,Yes,0.9287996102257187
9300-AGZNL,High-Value,94.0,Month-to-month,1,Yes,0.9286796907268591
5178-LMXOP,High-Value,95.1,Month-to-month,1,Yes,0.9286796907268591
3990-QYKBE,High-Value,92.5,Month-to-month,37,Yes,0.928607957331039
3768-NLUBH,High-Value,100.6,Month-to-month,57,Yes,0.9283703077710402
3005-NFMTA,High-Value,98.8,Month-to-month,55,Yes,0.9283703077710402
4873-ILOLJ,High-Value,90.35,Month-to-month,24,Yes,0.9283442394951159
6907-NZZIJ,High-Value,99.15,Month-to-month,36,Yes,0.9283320077690459
3473-XIIIT,High-Value,100.0,Month-to-month,16,Yes,0.9280727280554808
2568-OIADY,High-Value,99.5,Month-to-month,37,Yes,0.9279329295433203
5884-GCYMI,Low-Value,69.4,Month-to-month,1,Yes,0.9278863653078036
4110-PFEUZ,Low-Value,69.55,Month-to-month,1,Yes,0.9278863653078036
7908-QCBCA,Low-Value,69.4,Month-to-month,1,Yes,0.9278863653078036
0939-YAPAF,High-Value,100.25,Month-to-month,35,Yes,0.9278051629901742
6413-XKKPU,High-Value,89.4,Month-to-month,17,Yes,0.927652872175218
5498-TXHLF,High-Value,87.45,Month-to-month,34,Yes,0.9276528594071933
5244-IRFIH,High-Value,94.5,Month-to-month,33,Yes,0.927552260934977
1502-XFCVR,High-Value,106.45,One year,58,Yes,0.9275345439061543
6771-XWBDM,High-Value,104.5,Month-to-month,57,Yes,0.9274539013644563
5393-RXQSZ,High-Value,79.6,Month-to-month,1,Yes,0.9274377323997238
2514-GINMM,High-Value,79.5,Month-to-month,1,Yes,0.9274377323997238
8290-YWKHZ,High-Value,93.2,Month-to-month,32,Yes,0.9274187646869003
1228-FZFRV,High-Value,105.95,Month-to-month,50,Yes,0.9269901957037351
4958-XCBDQ,High-Value,101.4,Month-to-month,35,Yes,0.926665177312069
2004-OCQXK,High-Value,81.95,Month-to-month,1,Yes,0.9263308333437174
7825-ECJRF,High-Value,106.6,Month-to-month,19,Yes,0.9262137543337241
4143-HHPMK,High-Value,85.35,Month-to-month,52,Yes,0.9261347876248451
0596-BQCEQ,High-Value,100.15,Month-to-month,62,Yes,0.9261267423244172
5240-IJOQT,High-Value,74.7,Month-to-month,1,Yes,0.9260261479290085
8818-XYFCQ,High-Value,99.55,Month-to-month,32,Yes,0.9257195246936268
8603-IJWDN,High-Value,86.6,Month-to-month,1,Yes,0.925718495700147
8580-AECUZ,High-Value,79.1,Month-to-month,1,Yes,0.9255368401042299
9282-IZGQK,High-Value,85.0,Month-to-month,1,Yes,0.9254266633432716
4971-PUYQO,High-Value,94.55,Month-to-month,27,Yes,0.9251681617458044
9600-UDOPK,High-Value,94.05,Month-to-month,30,Yes,0.9251499284407969
0011-IGKFF,High-Value,98.0,Month-to-month,13,Yes,0.924867205177585
7240-FQLHE,High-Value,99.75,Month-to-month,18,Yes,0.9247803301330699
4912-PIGUY,High-Value,84.6,Month-to-month,1,No,0.9246643149200642
7120-RFMVS,High-Value,84.5,Month-to-month,1,Yes,0.9246643149200642
5515-AKOAJ,High-Value,100.1,Month-to-month,54,Yes,0.9244707236579779
3422-LYEPQ,High-Value,71.0,Month-to-month,1,Yes,0.9244552021162411
6769-DYBQN,High-Value,85.0,Month-to-month,46,Yes,0.9244451503137604
1522-VVDMG,High-Value,89.75,Month-to-month,7,Yes,0.9242955814886415
2082-OJVTK,High-Value,89.2,Month-to-month,29,Yes,0.9242515024310219
0236-HFWSV,High-Value,93.35,Month-to-month,15,Yes,0.9241850229981956
9661-ACXBS,High-Value,105.2,Month-to-month,42,Yes,0.9240774510529419
0201-OAMXR,High-Value,115.55,One year,70,Yes,0.9238687795533848
8565-CLBZW,High-Value,89.85,Month-to-month,24,Yes,0.9238205865819027
8337-MSSXB,High-Value,86.3,Month-to-month,14,Yes,0.9235419119733095
0023-XUOPT,High-Value,94.1,Month-to-month,13,Yes,0.9234558078233
3776-EKTKM,Low-Value,36.45,Month-to-month,1,Yes,0.9234123797794005
9526-JAWYF,High-Value,89.8,Month-to-month,26,Yes,0.9232071969180725
7409-KIUTL,High-Value,71.0,Month-to-month,1,Yes,0.9228875523089222
0354-WYROK,High-Value,98.9,Month-to-month,31,Yes,0.9223908883873958
3934-HXCFZ,High-Value,99.25,Month-to-month,23,Yes,0.9215837479582168
2845-AFFTX,High-Value,99.8,Month-to-month,41,Yes,0.9214134921242904
6032-KRXXO,High-Value,90.25,Month-to-month,30,Yes,0.9213186069039678
7218-HKQFK,High-Value,94.2,Month-to-month,2,Yes,0.9213113614230299
0689-NKYLF,High-Value,83.2,Month-to-month,13,Yes,0.9210530589609095
5590-BYNII,High-Value,100.75,Month-to-month,22,Yes,0.9209421051490695
6474-FVJLC,High-Value,86.0,Month-to-month,2,Yes,0.9208698828777446
8868-WOZGU,High-Value,105.7,Month-to-month,28,Yes,0.9207153218931953
8118-LSUEL,High-Value,106.4,Month-to-month,23,Yes,0.9205912772148657
9725-SCPZG,High-Value,90.85,Month-to-month,1,Yes,0.9204164861380768
0259-GBZSH,High-Value,85.65,Month-to-month,2,Yes,0.9203281071601148
1062-LHZOD,Low-Value,69.9,Month-to-month,1,Yes,0.9202153537887294
5099-BAILX,High-Value,110.75,Month-to-month,43,Yes,0.9200471441337504
3494-JCHRQ,Low-Value,70.05,Month-to-month,1,Yes,0.9200101245196802
2403-BCASL,High-Value,111.95,One year,41,Yes,0.9198297611731237
0295-PPHDO,High-Value,95.45,Month-to-month,1,Yes,0.919685715203841
5380-WJKOV,High-Value,106.35,Month-to-month,34,Yes,0.9194215790551604
1112-CUNAO,High-Value,89.85,Month-to-month,15,Yes,0.9191229388823278
1143-NMNQJ,High-Value,85.7,Month-to-month,2,Yes,0.9190476046378125
