customerID,value_segment,MonthlyCharges,Contract,tenure,Churn,churn_probability
6646-VRFOL,High-Value,103.85,Month-to-month,53,Yes,0.996415
1550-LOAHA,High-Value,84.15,Month-to-month,32,Yes,0.9964115
7209-JCUDS,High-Value,94.9,Month-to-month,10,Yes,0.99639785
0093-XWZFY,High-Value,104.5,Month-to-month,40,Yes,0.9963457
7957-RYHQD,High-Value,79.2,Month-to-month,40,Yes,0.9963347
0311-UNPFF,High-Value,88.8,Month-to-month,26,Yes,0.9962741
0320-JDNQG,High-Value,99.85,Month-to-month,23,Yes,0.99623835
0348-SDKOL,High-Value,102.1,Month-to-month,58,Yes,0.9962063
6769-DCQLI,High-Value,105.0,One year,52,Yes,0.9960658
0578-SKVMF,High-Value,83.3,Month-to-month,22,Yes,0.99603266
0655-RBDUG,High-Value,98.05,Month-to-month,7,Yes,0.99592245
7124-UGSUR,High-Value,104.4,One year,61,Yes,0.995869
3990-QYKBE,High-Value,92.5,Month-to-month,37,Yes,0.9957917
4612-THJBS,High-Value,104.75,One year,56,Yes,0.99573463
4658-HCOHW,High-Value,102.8,Month-to-month,21,Yes,0.99562246
2657-ALMWY,High-Value,84.95,Month-to-month,26,Yes,0.9956151
1374-DMZUI,High-Value,94.3,Month-to-month,4,Yes,0.99561334
9574-RKJIF,High-Value,94.4,Month-to-month,30,Yes,0.99559116
4192-GORJT,High-Value,94.45,Month-to-month,5,Yes,0.995565
6583-QGCSI,High-Value,88.05,Month-to-month,50,Yes,0.99553216
0639-TSIQW,High-Value,102.95,Month-to-month,67,Yes,0.9954997
4446-BZKHU,High-Value,105.55,Month-to-month,61,Yes,0.9954645
9170-GYZJC,High-Value,79.9,Month-to-month,41,Yes,0.995464
9025-AOMKI,High-Value,93.55,Month-to-month,6,Yes,0.995301
7861-UVUFT,High-Value,84.3,Month-to-month,15,Yes,0.99518013
0866-QLSIR,Low-Value,64.4,One year,34,Yes,0.9951709
7317-GGVPB,High-Value,108.6,Two year,71,Yes,0.99514234
4902-OHLSK,High-Value,98.65,Month-to-month,29,Yes,0.99511874
7067-KSAZT,High-Value,106.25,One year,65,Yes,0.99508166
4021-RQSNY,High-Value,98.5,Month-to-month,29,Yes,0.99505323
3957-LXOLK,High-Value,106.15,Month-to-month,28,Yes,0.9950505
8374-XGEJJ,High-Value,101.0,Month-to-month,43,Yes,0.9950311
5419-JPRRN,High-Value,101.45,Month-to-month,1,Yes,0.9949115
4789-KWMXN,High-Value,110.85,One year,47,Yes,0.99489516
2430-USGXP,High-Value,101.05,Month-to-month,24,Yes,0.9948738
5299-RULOA,High-Value,100.25,Month-to-month,10,Yes,0.994846
0363-QJVFX,High-Value,108.15,Month-to-month,32,Yes,0.9947843
5440-FLBQG,High-Value,108.4,Two year,69,Yes,0.9947365
2889-FPWRM,High-Value,117.8,One year,72,Yes,0.9947213
0011-IGKFF,High-Value,98.0,Month-to-month,13,Yes,0.9945773
2722-VOJQL,High-Value,105.65,One year,64,Yes,0.9945657
0310-MVLET,High-Value,99.15,Month-to-month,61,Yes,0.99453413
1866-RZZQS,High-Value,98.4,Month-to-month,41,Yes,0.9945116
0939-YAPAF,High-Value,100.25,Month-to-month,35,Yes,0.9944502
8168-UQWWF,High-Value,97.85,Month-to-month,11,Yes,0.9944483
5498-TXHLF,High-Value,87.45,Month-to-month,34,Yes,0.9943989
1195-OIYEJ,High-Value,91.1,Month-to-month,13,Yes,0.9943604
5569-OUICF,High-Value,101.3,Month-to-month,28,Yes,0.99434
6179-GJPSO,High-Value,108.15,Month-to-month,43,Yes,0.9943236
7599-FKVXZ,High-Value,106.15,Month-to-month,42,Yes,0.99430853
8992-JQYUN,Low-Value,50.35,Month-to-month,1,Yes,0.9943078
1513-XNPPH,High-Value,89.4,Month-to-month,12,Yes,0.99428236
3319-DWOEP,High-Value,95.75,Month-to-month,6,Yes,0.99426234
6543-XRMYR,High-Value,99.7,Month-to-month,30,Yes,0.9942503
6900-PXRMS,High-Value,105.75,Month-to-month,26,Yes,0.9941902
3757-NJYBX,High-Value,106.35,Month-to-month,32,Yes,0.9941737
3049-SOLAY,High-Value,95.2,Month-to-month,3,Yes,0.99413425
9710-ZUSHQ,High-Value,106.75,Month-to-month,37,Yes,0.9939908
8625-AZYZY,High-Value,104.65,Month-to-month,24,Yes,0.99398685
9518-RWHZL,High-Value,100.05,One year,64,Yes,0.99397933
1894-IGFSG,High-Value,89.25,Month-to-month,22,Yes,0.9939433
6661-HBGWL,High-Value,104.75,Month-to-month,42,Yes,0.9937815
4124-MMETB,High-Value,94.65,Month-to-month,22,Yes,0.99375474
7079-QRCBC,High-Value,98.75,Month-to-month,24,Yes,0.99370956
9851-QXEEQ,High-Value,104.7,Month-to-month,41,Yes,0.9936945
9172-ANCRX,High-Value,98.7,Month-to-month,10,Yes,0.99369353
4817-VYYWS,High-Value,100.2,Month-to-month,30,Yes,0.99359655
0345-HKJVM,High-Value,89.3,Month-to-month,6,Yes,0.99355125
5949-XIKAE,High-Value,83.55,Month-to-month,8,Yes,0.99354583
4853-RULSV,High-Value,104.0,Two year,70,Yes,0.99353117
7136-RVDTZ,Low-Value,45.25,One year,70,Yes,0.9934556
4566-GOLUK,High-Value,107.35,Month-to-month,47,Yes,0.9934496
6319-IEJWJ,High-Value,90.2,Month-to-month,20,Yes,0.99344915
3001-CBHLQ,High-Value,104.9,Month-to-month,32,Yes,0.99334705
2612-RANWT,High-Value,100.15,Month-to-month,12,Yes,0.9933067
3419-SNJJD,High-Value,105.25,Month-to-month,65,Yes,0.99325526
7207-RMRDB,High-Value,105.5,Month-to-month,65,Yes,0.9931933
3976-BWUCK,High-Value,94.1,Month-to-month,30,Yes,0.9930916
1902-XBTFB,High-Value,89.4,Month-to-month,22,Yes,0.9930856
9512-UIBFX,High-Value,95.15,Month-to-month,18,Yes,0.9930728
3473-XIIIT,High-Value,100.0,Month-to-month,16,Yes,0.9930576
6518-LGAOV,High-Value,105.0,Month-to-month,38,Yes,0.9929958
4315-MURBD,High-Value,98.9,Month-to-month,12,Yes,0.99299085
6338-AVWCY,Low-Value,40.15,Month-to-month,3,Yes,0.9929871
3259-FDWOY,High-Value,106.0,Two year,71,Yes,0.9929173
8802-UNOJF,High-Value,83.8,Month-to-month,12,Yes,0.9927422
2519-FAKOD,High-Value,99.25,Month-to-month,38,Yes,0.9927335
3331-HQDTW,High-Value,109.8,Month-to-month,34,Yes,0.992694
7979-CORPM,High-Value,90.55,Month-to-month,24,Yes,0.9926916
3571-RFHAR,High-Value,109.15,Month-to-month,65,Yes,0.992679
0329-GTIAJ,High-Value,97.9,Month-to-month,3,Yes,0.99265844
0107-YHINA,High-Value,99.75,Month-to-month,1,Yes,0.99264914
7228-OMTPN,High-Value,88.45,Month-to-month,4,Yes,0.99263567
7005-CCBKV,High-Value,84.4,Month-to-month,6,Yes,0.99260664
4361-BKAXE,High-Value,114.5,Month-to-month,41,Yes,0.99259263
5609-CEBID,High-Value,94.1,Month-to-month,20,Yes,0.99257255
3027-ZTDHO,High-Value,89.9,Month-to-month,1,Yes,0.99251324
1444-VVSGW,High-Value,115.65,One year,70,Yes,0.9925035
9057-SIHCH,High-Value,96.6,Month-to-month,3,Yes,0.9924695
0637-UBJRP,High-Value,84.05,Month-to-month,13,Yes,0.9924414
8884-ADFVN,High-Value,101.95,Month-to-month,7,Yes,0.99241626
8623-TMRBY,High-Value,84.2,Month-to-month,51,Yes,0.9923645
8565-CLBZW,High-Value,89.85,Month-to-month,24,Yes,0.99235004
4187-CINZD,High-Value,95.25,One year,46,Yes,0.9922443
2462-XIIJB,High-Value,92.5,Month-to-month,5,Yes,0.99220145
6481-OGDOO,High-Value,90.6,One year,67,Yes,0.99217504
3902-FOIGH,High-Value,101.35,Month-to-month,12,Yes,0.9920604
5099-BAILX,High-Value,110.75,Month-to-month,43,Yes,0.9920535
5380-WJKOV,High-Value,106.35,Month-to-month,34,Yes,0.99200565
0576-WNXXC,High-Value,95.55,Month-to-month,27,Yes,0.9919858
3685-YLCMQ,High-Value,104.65,One year,58,Yes,0.99197793
3838-OZURD,High-Value,105.0,Month-to-month,66,Yes,0.99183935
2834-JRTUA,High-Value,108.05,Two year,71,Yes,0.99181587
0461-CVKMU,High-Value,83.8,Month-to-month,23,Yes,0.9917721
4228-ZGYUW,High-Value,90.05,Month-to-month,4,Yes,0.9917243
2114-MGINA,High-Value,89.8,Month-to-month,14,Yes,0.99172103
2929-ERCFZ,High-Value,94.2,Month-to-month,8,Yes,0.991719
0654-HMSHN,High-Value,104.4,Month-to-month,21,Yes,0.99171114
1567-DSCIC,High-Value,94.0,Month-to-month,8,Yes,0.9916476
4322-RCYMT,High-Value,75.8,One year,68,Yes,0.99160576
3207-OYBWH,High-Value,95.25,Month-to-month,57,Yes,0.99157786
2003-CKLOR,High-Value,99.5,Month-to-month,66,Yes,0.9915108
5981-ITEMU,High-Value,97.1,Month-to-month,40,Yes,0.99148446
1228-FZFRV,High-Value,105.95,Month-to-month,50,Yes,0.99145585
2982-VPSGI,High-Value,94.0,Month-to-month,11,Yes,0.9914193
4919-IKATY,High-Value,84.5,Month-to-month,5,Yes,0.99140745
5515-AKOAJ,High-Value,100.1,Month-to-month,54,Yes,0.9913907
0193-ESZXP,High-Value,105.5,One year,58,Yes,0.99137294
5052-PNLOS,High-Value,105.35,Month-to-month,3,Yes,0.9913325
6425-YQLLO,High-Value,105.95,One year,66,Yes,0.9912855
8999-BOHSE,High-Value,89.7,Month-to-month,11,Yes,0.9912834
3737-GCSPV,High-Value,96.2,Month-to-month,11,Yes,0.9912668
8559-CIZFV,High-Value,77.5,One year,21,Yes,0.9912628
4143-HHPMK,High-Value,85.35,Month-to-month,52,Yes,0.9912493
3158-MOERK,High-Value,96.0,Month-to-month,2,Yes,0.99119145
6683-VLCTZ,High-Value,98.55,Month-to-month,20,Yes,0.99109066
4250-ZBWLV,High-Value,108.45,One year,68,Yes,0.9910857
8634-CILSZ,High-Value,104.7,One year,69,Yes,0.991011
4844-JJWUY,High-Value,86.0,Month-to-month,1,Yes,0.9909435
6394-MFYNG,High-Value,107.4,Month-to-month,48,Yes,0.9908592
9846-GKXAS,High-Value,90.8,Month-to-month,9,Yes,0.9908064
4307-KTUMW,High-Value,93.9,Month-to-month,53,Yes,0.9907047
1522-VVDMG,High-Value,89.75,Month-to-month,7,Yes,0.9906661
2027-FECZV,High-Value,106.7,Month-to-month,12,Yes,0.9906365
2265-CYWIV,High-Value,99.6,Month-to-month,4,Yes,0.99062306
6899-PPEEA,High-Value,96.55,Month-to-month,37,Yes,0.99062306
7295-JOMMD,High-Value,98.1,Month-to-month,4,Yes,0.9905438
0823-HSCDJ,Low-Value,49.15,Month-to-month,52,Yes,0.9905245
4077-CROMM,High-Value,104.2,Month-to-month,31,Yes,0.99046344
2403-BCASL,High-Value,111.95,One year,41,Yes,0.9903741
2034-GDRCN,High-Value,90.4,Month-to-month,2,Yes,0.9902644
2012-NWRPA,High-Value,99.55,Month-to-month,11,Yes,0.9902299
0486-HECZI,High-Value,96.75,Month-to-month,55,Yes,0.9902138
5219-YIPTK,High-Value,104.4,Month-to-month,33,Yes,0.9902104
7641-EUYET,High-Value,100.7,Month-to-month,46,Yes,0.9901128
3104-OWCGK,High-Value,90.95,One year,60,Yes,0.99006337
2845-HSJCY,High-Value,87.25,Month-to-month,14,Yes,0.989962
0871-URUWO,High-Value,102.25,Month-to-month,13,Yes,0.98995286
2952-QAYZF,High-Value,85.3,Month-to-month,5,Yes,0.98991746
7694-VLBWQ,High-Value,104.1,One year,67,Yes,0.9898482
6907-NZZIJ,High-Value,99.15,Month-to-month,36,Yes,0.98980284
3606-TWKGI,High-Value,106.9,Month-to-month,13,Yes,0.9896902
9600-UDOPK,High-Value,94.05,Month-to-month,30,Yes,0.98966295
6615-NGGZJ,High-Value,100.55,Month-to-month,14,Yes,0.9896236
6302-JGYRJ,High-Value,79.45,One year,31,Yes,0.98961496
5955-ERIHD,High-Value,94.7,Month-to-month,18,Yes,0.989604
0324-BRPCJ,High-Value,100.2,Month-to-month,68,Yes,0.98953456
9572-MTILT,High-Value,106.75,Month-to-month,59,Yes,0.9892301
7279-BUYWN,High-Value,113.2,Month-to-month,41,Yes,0.98919195
4958-XCBDQ,High-Value,101.4,Month-to-month,35,Yes,0.9891775
8714-EUHJO,High-Value,91.15,Month-to-month,31,Yes,0.98916966
7969-AULMZ,High-Value,97.35,Month-to-month,21,Yes,0.9890366
4710-FDUIZ,High-Value,100.3,One year,56,Yes,0.989007
8722-NGNBH,Low-Value,40.0,Month-to-month,5,Yes,0.98892117
8397-MVTAZ,High-Value,100.05,Month-to-month,34,Yes,0.9888998
7632-MNYOY,High-Value,110.9,One year,66,Yes,0.9888903
7450-NWRTR,High-Value,99.45,Month-to-month,12,Yes,0.9888059
4597-NUCQV,High-Value,101.25,Month-to-month,24,Yes,0.9887509
3374-LXDEV,High-Value,89.4,Month-to-month,13,Yes,0.9887249
7526-BEZQB,High-Value,96.05,Month-to-month,12,Yes,0.98871815
4484-GLZOU,High-Value,105.05,Month-to-month,52,Yes,0.98870414
4550-VBOFE,High-Value,102.95,Month-to-month,70,Yes,0.9886347
7218-HKQFK,High-Value,94.2,Month-to-month,2,Yes,0.9886142
2568-OIADY,High-Value,99.5,Month-to-month,37,Yes,0.98852926
4822-NGOCH,High-Value,84.45,Month-to-month,13,Yes,0.9884758
0691-JVSYA,High-Value,94.85,One year,53,Yes,0.98847455
8914-RBTSB,High-Value,93.8,Month-to-month,31,Yes,0.98846346
2082-OJVTK,High-Value,89.2,Month-to-month,29,Yes,0.9884052
6393-WRYZE,High-Value,97.65,Month-to-month,34,Yes,0.98835725
8708-XPXHZ,High-Value,94.2,Month-to-month,42,Yes,0.988336
5073-WXOYN,Low-Value,50.8,Month-to-month,60,Yes,0.9883309
2845-AFFTX,High-Value,99.8,Month-to-month,41,Yes,0.98826784
0875-CABNR,High-Value,84.6,Month-to-month,10,Yes,0.98821056
3090-HAWSU,High-Value,111.6,Two year,61,Yes,0.98817074
0596-BQCEQ,High-Value,100.15,Month-to-month,62,Yes,0.98806447
4523-WXCEF,High-Value,101.1,Month-to-month,59,Yes,0.9880006
5747-PMBSQ,High-Value,92.5,Month-to-month,10,Yes,0.9879929
1193-RTSLK,High-Value,83.9,Month-to-month,38,Yes,0.9879655
6328-ZPBGN,High-Value,95.15,Month-to-month,11,Yes,0.98794556
3804-RVTGV,High-Value,103.85,Month-to-month,50,Yes,0.9878507
6289-CPNLD,High-Value,73.9,One year,33,Yes,0.98781514
9889-TMAHG,High-Value,100.3,Month-to-month,8,Yes,0.98781186
4039-HEUNW,High-Value,96.5,Month-to-month,36,Yes,0.98772115
4285-GYRQC,High-Value,86.25,Month-to-month,7,Yes,0.9877024
5281-BUZGT,High-Value,90.85,Month-to-month,36,Yes,0.9876101
0897-FEGMU,High-Value,99.5,Month-to-month,11,Yes,0.9875503
3621-CEOVK,High-Value,100.2,Month-to-month,14,Yes,0.9875284
0963-ZBDRN,High-Value,96.2,Month-to-month,32,Yes,0.987515
7780-OTDSO,High-Value,99.4,Month-to-month,18,Yes,0.9875044
1571-SAVHK,High-Value,99.95,Month-to-month,12,Yes,0.9874835
9658-WYUFB,High-Value,94.4,Month-to-month,17,Yes,0.9873997
9412-GHEEC,High-Value,104.8,Month-to-month,40,Yes,0.98739386
8840-DQLGN,High-Value,100.5,Month-to-month,35,Yes,0.98733854
1624-WOIWJ,High-Value,84.7,Month-to-month,10,Yes,0.98729837
2660-EMUBI,High-Value,95.35,Month-to-month,10,Yes,0.98726267
1891-UAWWU,High-Value,90.8,Month-to-month,20,Yes,0.9872105
3018-TFTSU,High-Value,81.7,Month-to-month,12,Yes,0.9871236
6771-XWBDM,High-Value,104.5,Month-to-month,57,Yes,0.9870575
9420-LOJKX,High-Value,99.1,Month-to-month,15,Yes,0.9870538
6769-DYBQN,High-Value,85.0,Month-to-month,46,Yes,0.9870309
0917-EZOLA,High-Value,104.15,Two year,72,Yes,0.9869328
8290-YWKHZ,High-Value,93.2,Month-to-month,32,Yes,0.98689634
8337-UPOAQ,High-Value,89.8,Month-to-month,10,Yes,0.9868879
8429-XIBUM,High-Value,101.35,Month-to-month,22,Yes,0.9868863
3351-NQLDI,High-Value,94.35,One year,67,Yes,0.9867589
6777-TGHTM,High-Value,106.95,One year,53,Yes,0.9866758
8111-SLLHI,High-Value,105.65,Month-to-month,39,Yes,0.98665684
1309-BXVOQ,High-Value,106.1,Month-to-month,21,Yes,0.98665535
4373-MAVJG,High-Value,90.9,Month-to-month,14,Yes,0.98662555
3445-HXXGF,Low-Value,45.3,Month-to-month,58,Yes,0.9864537
4248-HCETZ,High-Value,79.65,Month-to-month,30,Yes,0.9864464
4154-AQUGT,High-Value,89.05,Month-to-month,13,Yes,0.9863875
4078-SAYYN,High-Value,100.75,Month-to-month,11,Yes,0.98638153
0135-NMXAP,High-Value,89.75,Month-to-month,12,Yes,0.98635393
5959-BELXA,High-Value,96.15,Month-to-month,32,Yes,0.9863024
8749-JMNKX,High-Value,93.8,Month-to-month,51,Yes,0.9863014
0023-XUOPT,High-Value,94.1,Month-to-month,13,Yes,0.986093
2454-RPBRZ,High-Value,98.1,Month-to-month,12,Yes,0.986005
3336-JORSO,High-Value,110.45,Month-to-month,33,Yes,0.9859707
5293-WXJAK,High-Value,104.05,Month-to-month,11,Yes,0.98596364
8510-AWCXC,High-Value,100.8,Month-to-month,13,Yes,0.9859368
2869-ADAWR,High-Value,89.3,Month-to-month,45,Yes,0.9858991
6892-XPFPU,High-Value,104.25,Month-to-month,24,Yes,0.98582655
3045-XETSH,High-Value,94.85,Month-to-month,10,Yes,0.98568547
2027-OAQQC,Low-Value,49.05,Month-to-month,43,Yes,0.98565525
2249-YPRNG,High-Value,105.85,Month-to-month,20,Yes,0.98565465
7614-QVWQL,Low-Value,51.8,One year,49,Yes,0.9856367
3398-FSHON,High-Value,91.3,Month-to-month,12,Yes,0.98549116
3886-CERTZ,High-Value,109.25,One year,72,Yes,0.9854885
7549-MYGPK,High-Value,100.55,Month-to-month,63,Yes,0.9854649
1236-WFCDV,High-Value,90.45,Month-to-month,14,Yes,0.9853754
7881-INRLC,High-Value,100.85,Month-to-month,45,Yes,0.98534286
9651-GTSAQ,High-Value,106.1,One year,53,Yes,0.9852998
4355-HBJHH,High-Value,79.7,Two year,67,Yes,0.9852905
9661-ACXBS,High-Value,105.2,Month-to-month,42,Yes,0.9852895
2460-FPSYH,Low-Value,55.8,Month-to-month,40,Yes,0.98520744
6173-ITPWD,High-Value,83.35,Month-to-month,47,Yes,0.9851924
6990-YNRIO,High-Value,108.65,Two year,65,Yes,0.9851584
3143-JQEGI,High-Value,88.35,Month-to-month,13,Yes,0.9846808
2189-UXTKY,High-Value,79.2,Month-to-month,22,Yes,0.9846364
0970-ETWGE,High-Value,89.55,Month-to-month,1,Yes,0.9845725
9445-SZLCH,High-Value,97.35,Month-to-month,36,Yes,0.9844732
9809-IMGCQ,High-Value,96.7,Month-to-month,22,Yes,0.9843466
1075-BGWOH,High-Value,98.75,Month-to-month,16,Yes,0.9843439
8937-RDTHP,High-Value,84.6,Month-to-month,1,Yes,0.98407584
6032-KRXXO,High-Value,90.25,Month-to-month,30,Yes,0.98400766
6688-UZPWD,High-Value,102.0,Month-to-month,11,Yes,0.9837247
2180-DXNEG,High-Value,96.0,Month-to-month,12,Yes,0.98370266
8079-XRJRS,High-Value,89.75,One year,65,Yes,0.98367834
6804-GDMOI,High-Value,106.6,Two year,61,Yes,0.9836753
9330-IJWIO,High-Value,100.35,Month-to-month,13,Yes,0.98366827
1626-ERCMM,High-Value,94.55,Month-to-month,20,Yes,0.9836225
6635-MYYYZ,High-Value,85.35,One year,30,Yes,0.9835218
2856-NNASM,High-Value,89.55,Month-to-month,43,Yes,0.9834626
5178-LMXOP,High-Value,95.1,Month-to-month,1,Yes,0.9833386
0877-SDMBN,High-Value,103.95,One year,54,Yes,0.98331314
8017-LXHFA,High-Value,94.75,Month-to-month,23,Yes,0.9832523
5136-KCKGI,High-Value,103.7,One year,33,Yes,0.98320687
5385-SUIRI,High-Value,104.2,Month-to-month,52,Yes,0.9829144
6386-SZZKH,High-Value,107.95,Two year,49,Yes,0.9828789
6270-OMFIW,High-Value,94.4,One year,60,Yes,0.98277587
0886-QGENL,High-Value,101.25,Month-to-month,27,Yes,0.9826728
4094-NSEDU,High-Value,94.25,Month-to-month,21,Yes,0.9825812
9300-AGZNL,High-Value,94.0,Month-to-month,1,Yes,0.9825676
9647-ERGBE,High-Value,100.05,Month-to-month,30,Yes,0.98245966
2684-EIWEO,High-Value,91.7,Month-to-month,30,Yes,0.9823515
4009-ALQFH,High-Value,99.5,Month-to-month,25,Yes,0.98232275
9189-JWSHV,High-Value,93.55,Month-to-month,24,Yes,0.98228294
4701-AHWMW,Low-Value,54.55,Month-to-month,55,Yes,0.98222524
0689-NKYLF,High-Value,83.2,Month-to-month,13,Yes,0.9821816
8267-ZNYVZ,High-Value,103.75,One year,33,Yes,0.9821815
8631-NBHFZ,High-Value,79.4,Two year,66,Yes,0.9819947
1400-MMYXY,High-Value,105.9,Month-to-month,3,Yes,0.9819918
3934-HXCFZ,High-Value,99.25,Month-to-month,23,Yes,0.9819704
8818-XYFCQ,High-Value,99.55,Month-to-month,32,Yes,0.98196304
7739-LAXOG,High-Value,91.05,Month-to-month,32,Yes,0.9818994
8922-LIEGH,High-Value,89.7,Month-to-month,25,Yes,0.98182076
5520-FVEWJ,High-Value,84.5,Month-to-month,12,Yes,0.98179513
9360-AHGNL,High-Value,109.55,One year,43,Yes,0.9817716
2357-COQEK,High-Value,103.3,Month-to-month,28,Yes,0.981612
0979-PHULV,High-Value,99.45,Month-to-month,69,Yes,0.9815637
8019-ENHXU,High-Value,99.45,Month-to-month,42,Yes,0.9815066
2685-SREOM,High-Value,89.1,Month-to-month,25,Yes,0.98129475
5154-VEKBL,Low-Value,58.5,Month-to-month,9,Yes,0.98129225
2153-MREFK,High-Value,99.2,One year,37,Yes,0.98128295
8844-TONUD,High-Value,96.65,Month-to-month,13,Yes,0.981222
3393-FMZPV,High-Value,100.25,Month-to-month,25,Yes,0.981202
5364-EVNIB,High-Value,79.8,Month-to-month,13,Yes,0.9811529
2359-QWQUL,High-Value,104.7,One year,39,Yes,0.9811287
9221-OTIVJ,High-Value,104.85,Month-to-month,14,Yes,0.98111284
5519-YLDGW,High-Value,103.9,Month-to-month,21,Yes,0.98108554
8775-LHDJH,High-Value,90.6,Month-to-month,1,Yes,0.98100555
2150-UWTFY,Low-Value,61.15,Month-to-month,22,Yes,0.9809698
4720-VSTSI,High-Value,84.8,Month-to-month,44,Yes,0.9808528
7142-HVGBG,High-Value,103.0,Month-to-month,43,Yes,0.9808185
5366-IJEQJ,High-Value,88.7,Month-to-month,20,Yes,0.98065037
6365-MTGZX,High-Value,96.0,Month-to-month,24,Yes,0.9805093
7783-YKGDV,High-Value,99.7,Month-to-month,12,Yes,0.98038715
2886-KEFUM,High-Value,107.5,One year,63,Yes,0.98025584
5883-GTGVD,High-Value,99.95,Month-to-month,19,Yes,0.98011935
2034-CGRHZ,High-Value,102.95,Month-to-month,24,Yes,0.98009676
2141-RRYGO,Low-Value,68.65,Month-to-month,4,Yes,0.97982866
9961-JBNMK,High-Value,96.8,Month-to-month,21,Yes,0.97973204
6521-YYTYI,High-Value,93.3,Month-to-month,1,Yes,0.9797131
8149-RSOUN,High-Value,93.85,Month-to-month,1,Yes,0.9797131
2840-XANRC,High-Value,93.15,Month-to-month,24,Yes,0.9796815
2929-QNSRW,High-Value,98.25,One year,56,Yes,0.97942126
1644-IRKSF,High-Value,93.8,One year,33,Yes,0.97936845
8739-WWKDU,High-Value,89.5,Month-to-month,25,Yes,0.9793474
8809-RIHDD,High-Value,103.4,Two year,72,Yes,0.9793442
3092-IGHWF,High-Value,87.4,One year,67,Yes,0.9793046
3656-TKRVZ,Low-Value,55.35,Month-to-month,3,Yes,0.97914577
0727-BMPLR,High-Value,100.0,One year,55,Yes,0.979106
3058-HJCUY,High-Value,102.6,One year,41,Yes,0.9790684
0236-HFWSV,High-Value,93.35,Month-to-month,15,Yes,0.9789919
5167-ZFFMM,High-Value,90.85,Month-to-month,1,Yes,0.9789063
9912-GVSEQ,High-Value,93.85,Month-to-month,26,Yes,0.978874
0201-OAMXR,High-Value,115.55,One year,70,Yes,0.97885716
0125-LZQXK,High-Value,101.35,Month-to-month,15,Yes,0.9788511
4735-ASGMA,High-Value,98.35,Month-to-month,26,Yes,0.9788503
2037-XJFUP,High-Value,95.8,One year,33,Yes,0.97875106
6595-YGXIT,High-Value,88.95,Month-to-month,25,Yes,0.97866017
5797-APWZC,High-Value,90.6,Month-to-month,1,Yes,0.97856474
2725-KXXWT,High-Value,90.75,Month-to-month,1,Yes,0.97856474
7294-TMAOP,High-Value,90.55,Month-to-month,1,Yes,0.97856474
7274-RTAPZ,High-Value,90.55,Month-to-month,1,Yes,0.97856474
2533-QVMSK,High-Value,94.1,Two year,61,Yes,0.9783382
8624-GIOUT,Low-Value,59.75,Month-to-month,49,Yes,0.9782803
